# 2024-12-22 19:12:18 EET
NAnsw	File	Key	Quest	Discrepancies?	IdxCorrect	AnsKeys	Answers...
2	inputs/yaml/current_organic_synthesis.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	1	0:,1:	no text	none
2	inputs/yaml/current_organic_synthesis.yaml	code_required:	13. Code sharing requirements	false		0:,1:	Code sharing not mentioned.	Code sharing not mentioned.
2	inputs/yaml/current_organic_synthesis.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/current_organic_synthesis.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
2	inputs/yaml/current_organic_synthesis.yaml	code_quality:	16. Code Quality Standards	true	1	0:,1:	The journal policies do not mention any code quality standards.	Not mention any code quality standards.
2	inputs/yaml/current_organic_synthesis.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/current_organic_synthesis.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/current_organic_synthesis.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/current_organic_synthesis.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
1	inputs/yaml/current_organocatalysis.yaml	rdp_exist:	1. Existence of research data policy	false		0:	Research Data Policy (RDP) exists.
1	inputs/yaml/current_organocatalysis.yaml	data_sharing:	3. Data sharing requirements in RDP	true	0	0:	Data sharing encouraged but optional.
1	inputs/yaml/current_organocatalysis.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:	Public data sharing on a FAIR repository not mentioned in RDP.
1	inputs/yaml/current_organocatalysis.yaml	data_availability:	2. Data availability statement	false		0:	Required according to the RDP.
1	inputs/yaml/current_organocatalysis.yaml	data_citability:	5. Citability and findability of data 	true	0	0:	DOIs or other persistent identifiers required for datasets or codes.
1	inputs/yaml/current_organocatalysis.yaml	data_timing:	7. Timing of data release	false		0:	Required data must be available prior to review process.
1	inputs/yaml/current_organocatalysis.yaml	data_sharing_method:	8. Recommended data sharing method	true	0	0:	Public online repositories recommended in RDP.
1	inputs/yaml/current_organocatalysis.yaml	data_licenses:	9. Recommended/required licenses	false		0:	No mention of data/code licenses in RDP.
1	inputs/yaml/current_organocatalysis.yaml	data_referee:	10. Referee guidelines concerning research data	true	0	0:	Data sharing policy mentioned in refereeing guidelines.
1	inputs/yaml/current_organocatalysis.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	0	0:	no text
1	inputs/yaml/current_organocatalysis.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	0	0:	no text
1	inputs/yaml/current_organocatalysis.yaml	code_required:	13. Code sharing requirements	false		0:	Code sharing not mentioned.
1	inputs/yaml/current_organocatalysis.yaml	code_reproducibility:	14. Code Reproducibility	false		0:	No mention of dependencies for research code.
1	inputs/yaml/current_organocatalysis.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:	No mention of a persistent identifier or specifying a version of developed code.
1	inputs/yaml/current_organocatalysis.yaml	code_quality:	16. Code Quality Standards	true	0	0:	The journal policies do not mention any code quality standards.
1	inputs/yaml/current_organocatalysis.yaml	code_autotest:	17. Automatic Testing	false		0:	No mention of automatic testing to verify code functionality.
1	inputs/yaml/current_organocatalysis.yaml	code_docs:	18. Code Documentation	false		0:	No mention of standards for code documentation.
1	inputs/yaml/current_organocatalysis.yaml	code_linting:	19. Linting Standards	false		0:	No mention of linting standards for code.
1	inputs/yaml/current_organocatalysis.yaml	code_development:	20. Code Development	false		0:	No mention of standards for code development such as continuous integration.
2	inputs/yaml/ferroelectrics.yaml	rdp_exist:	1. Existence of research data policy	true	0	0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) does not exists.
2	inputs/yaml/ferroelectrics.yaml	data_sharing:	3. Data sharing requirements in RDP	true	0	0:,1:	Public data sharing of all data required.	Data sharing only with editors and referees (no public sharing)
2	inputs/yaml/ferroelectrics.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	true	0	0:,1:	Public data sharing on a FAIR repository encouraged.	Public data sharing on a FAIR repository not mentioned in RDP.
2	inputs/yaml/ferroelectrics.yaml	data_availability:	2. Data availability statement	true	0	0:,1:	Required according to the RDP.	Not mentioned in the RDP.
2	inputs/yaml/ferroelectrics.yaml	data_citability:	5. Citability and findability of data 	true	0	0:,1:	DOIs or other persistent identifiers recommended for datasets or codes.	No mention of DOIs or other persistent identifiers for datasets or codes.
2	inputs/yaml/ferroelectrics.yaml	data_timing:	7. Timing of data release	true	0	0:,1:	Required data must be available prior to review process.	Timing of data availability not adressed in RDP.
2	inputs/yaml/ferroelectrics.yaml	data_sharing_method:	8. Recommended data sharing method	true	0	0:,1:	Public online repositories recommended in RDP.	No data sharing method recommended in RDP.
2	inputs/yaml/ferroelectrics.yaml	data_licenses:	9. Recommended/required licenses	true	0	0:,1:	No mention of data/code licenses in RDP.	No mention of data/code licenses in RDP.
2	inputs/yaml/ferroelectrics.yaml	data_referee:	10. Referee guidelines concerning research data	true	0	0:,1:	Data sharing policy mentioned in refereeing guidelines.	Data sharing policy not mentioned in refereeing guidelines.
2	inputs/yaml/ferroelectrics.yaml	data_recommended:	11. Unique policies for data types Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	0	0:,1:	no text	no text
2	inputs/yaml/ferroelectrics.yaml	data_required:	12. Unique policies for data types Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)	true	0	0:,1:	no text	no text
2	inputs/yaml/ferroelectrics.yaml	code_required:	13. Code sharing requirements	true	0	0:,1:	Code sharing not mentioned.	Code sharing encouraged but optional.
2	inputs/yaml/ferroelectrics.yaml	code_reproducibility:	14. Code Reproducibility	false		0:,1:	No mention of dependencies for research code.	No mention of dependencies for research code.
2	inputs/yaml/ferroelectrics.yaml	code_versioning:	15. Versioning and persistent identifiers	false		0:,1:	No mention of a persistent identifier or specifying a version of developed code.	No mention of a persistent identifier or specifying a version of developed code.
2	inputs/yaml/ferroelectrics.yaml	code_quality:	16. Code Quality Standards	false		0:,1:	The journal policies do not mention any code quality standards.	The journal policies do not mention any code quality standards.
2	inputs/yaml/ferroelectrics.yaml	code_autotest:	17. Automatic Testing	false		0:,1:	No mention of automatic testing to verify code functionality.	No mention of automatic testing to verify code functionality.
2	inputs/yaml/ferroelectrics.yaml	code_docs:	18. Code Documentation	false		0:,1:	No mention of standards for code documentation.	No mention of standards for code documentation.
2	inputs/yaml/ferroelectrics.yaml	code_linting:	19. Linting Standards	false		0:,1:	No mention of linting standards for code.	No mention of linting standards for code.
2	inputs/yaml/ferroelectrics.yaml	code_development:	20. Code Development	false		0:,1:	No mention of standards for code development such as continuous integration.	No mention of standards for code development such as continuous integration.
2	inputs/yaml/frontiers_in_bioengineering_and_biotechnology.yaml	rdp_exist:	1. Existence of research data policy	false		0:,1:	Research Data Policy (RDP) exists.	Research Data Policy (RDP) exists.
2	inputs/yaml/frontiers_in_bioengineering_and_biotechnology.yaml	data_sharing:	3. Data sharing requirements in RDP	true	1	0:,1:	Public data sharing of all data required.	Data sharing required but not publicly (e.g. available upon request is allowed).
2	inputs/yaml/frontiers_in_bioengineering_and_biotechnology.yaml	data_fair:	4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR)	false		0:,1:	Public data sharing on a FAIR repository encouraged.	Public data sharing on a FAIR repository encouraged.
2	inputs/yaml/frontiers_in_bioengineering_and_biotechnology.yaml	data_availability:	2. Data availability statement	false		0:,1:	Required according to the RDP.	Required according to the RDP.
